Company,ISIN,Market,Compartment,Country,Ticker
Oncoinvent,NO0013711713,Euronext Oslo,Compartment C,Norway	,ONCIN.OL
ONE EXPERIENCE,FR0013266772,Euronext Growth Paris,Euronext Growth,France,ALEXP.PA
ONLINEFORMAPRO,FR0004174712,Euronext Access Paris,Euronext Access,France,MLONL.PA
ONTEX GROUP,BE0974276082,Euronext Brussels,Compartment B,Belgium,ONTEX.BR
ONWARD MEDICAL,NL0015000HT4,Euronext Brussels,Compartment C,Netherlands,ONWD.BR
OPMOBILITY,FR0000124570,Euronext Paris,Compartment A,France,OPM.PA
OPS ECOM,IT0005122400,Euronext Milan,Compartment C,Italy,OEC.MI
OPS Italia (ex EEMS Italia),IT0005577868,Euronext Milan,Compartment C,Italy,OPS.MI
OPS RETAIL,IT0005545675,Euronext Milan,Compartment C,Italy,OPR.MI
OPTION,BE0974496284,Euronext Brussels,Compartment C,Belgium,OPTI.BR
ORANGE BELGIUM,BE0003735496,Euronext Brussels,Compartment B,Belgium,OBEL.BR
ORDISSIMO,FR0013318052,Euronext Growth Paris,Euronext Growth,France,ALORD.PA
OREGE,FR0010609206,Euronext Paris,Compartment C,France,OREGE.PA
ORIGIN ENTERPRISES PLC,IE00B1WV4493,Euronext Growth Dublin,Euronext Growth,Ireland,OIZ.IR
ORSERO,IT0005138703,Euronext Milan,Compartment B,Italy,ORS.MI
OSAI AUTOMATION SYSTEM,IT0005424830,Euronext Growth Milan,Euronext Growth,Italy,IT0005424830.SG
OSE IMMUNOTHERAPEUTICS,FR0012127173,Euronext Paris,Compartment C,France,OSE.PA
OSMOSUN S.A.,FR001400IUV6,Euronext Growth Paris,Euronext Growth,France,ALWTR.PA
OTELLO CORPORATION,NO0010040611,Oslo Bors,Compartment C,Norway,OTEC.OL
OTOFARMA,IT0005663361,Euronext Growth Milan,Euronext Growth,Italy,OTO.MI
OTOVO ASA,NO0013721613 ,Oslo Bors,Compartment C,Norway,
OVH,FR0014005HJ9,Euronext Paris,Compartment A,France,OVH.PA
OVS,IT0005043507,Euronext Milan,Compartment B,Italy,OVS.MI
OXURION,BE0974487192,Euronext Brussels,Compartment C,Belgium,OXUR.BR
PACTE NOVATION,FR0000077992,Euronext Access Paris,Euronext Access,France,MLPAC.PA
PANORO ENERGY,NO0010564701,Oslo Bors,Compartment B,Norway,PEN.OL
PARETO BANK,NO0010397581,Oslo Bors,Compartment B,Norway,PARB.OL
PARROT,FR0004038263,Euronext Paris,Compartment C,France,PARRO.PA
PARX MATERIALS NV,NL0012650535,Euronext Access Paris,Euronext Access,Netherlands,MLPRX.PA
PASQUARELLI AUTO,IT0005546319,Euronext Growth Milan,Euronext Growth,Italy,PSQ.MI
PASSAT,FR0000038465,Euronext Growth Paris,Euronext Growth,France,ALPAS.PA
PATTERN,IT0005378143,Euronext Growth Milan,Euronext Growth,Italy,PTR.MI
PAULIC MEUNERIE,FR0013479730,Euronext Growth Paris,Euronext Growth,France,ALPAU.PA
PB HOLDING N.V.,NL0000336303,Euronext Amsterdam,Compartment C,Netherlands,PBH.AS
PCI BIOTECH HOLDING,NO0010405640,Oslo Bors,Compartment C,Norway,PCIB.OL
PERMANENT TSB GROUP HOLDINGS PLC,IE00BWB8X525,Euronext Dublin,Compartment B,Ireland,PTSB.IR
PERRIER (GERARD),FR0000061459,Euronext Paris,Compartment B,France,PERR.PA
PET SERVICE HOLDING N.V.,NL0015001HZ9,Euronext Growth Paris,Euronext Growth,Netherlands,ALPET.PA
PETROLIA,CY0102630916,Oslo Bors,Compartment C,Cyprus,PSE.OL
PETRONOR E&P ASA,NO0012942525,Oslo Bors,Compartment C,Norway,PNOR.OL
PEUGEOT INVEST,FR0000064784,Euronext Paris,Compartment A,France,PEUG.PA
PEXIP HOLDING,NO0010840507,Oslo Bors,Compartment B,Norway,PEXIP.OL
PHARMANUTRA,IT0005274094,Euronext Milan,Compartment B,Italy,PHN.MI
PHARMING GROUP,NL0010391025,Euronext Amsterdam,Compartment B,Netherlands,PHARM.AS
"PHarol, SGPS, SA",PTPTC0AM0009,Euronext Lisbon,Compartment C,Portugal,PHR.LS
PHILOGEN,IT0005373789,Euronext Milan,Compartment B,Italy,IT0005373789.SG
PHONE WEB,FR0000185480,Euronext Access Paris,Euronext Access,France,MLPHW.PA
PHOTOCURE,NO0010000045,Oslo Bors,Compartment C,Norway,PHO.OL
PHOTONIKE CAPITAL,BE0948608451,Euronext Access Paris,Euronext Access,Belgium,MLPHO.PA
PIAGGIO,IT0003073266,Euronext Milan,Compartment B,Italy,PIA.MI
PIERRE VACANCES,FR0000073041,Euronext Paris,Compartment B,France,VAC.PA
PININFARINA SPA,IT0003056386,Euronext Milan,Compartment C,Italy,PINF.MI
PIQUADRO,IT0004240443,Euronext Milan,Compartment C,Italy,PQ.MI
PISCINES DESJOYAUX,FR0000061608,Euronext Growth Paris,Euronext Growth,France,ALPDX.PA
Piu' Medical,IT0005676140,Euronext Growth Milan,Euronext Growth,Italy,PMED.MI
PLACOPLATRE,FR0000030769,Euronext Access Paris,Euronext Access,France,MLPLC.PA
PLANETEL,IT0005430951,Euronext Growth Milan,Euronext Growth,Italy,PLN.MI
PLANISWARE,FR001400PFU4,Euronext Paris,Compartment A,France,PLNW.PA
PLANT ADVANCED,FR0010785790,Euronext Growth Paris,Euronext Growth,France,ALPAT.PA
PLAST.VAL LOIRE,FR0013252186,Euronext Paris,Compartment C,France,PVL.PA
PLASTICOS COMPUESTOS S.A. (KOMPUESTOS),ES0105425005,Euronext Growth Paris,Euronext Growth,Spain,KOM.MC
PLC,IT0005339160,Euronext Milan,Compartment C,Italy,PLC.MI
PLUXEE,NL0015001W49,Euronext Paris,Compartment A,Netherlands,PLX.PA
POLARIS MEDIA,NO0010466022,Oslo Bors,Compartment B,Norway,POL.OL
POLIGHT,NO0012535832,Oslo Bors,Compartment C,Norway,PLT.OL
POLIGRAFICI PRINTING,IT0004587470,Euronext Growth Milan,Euronext Growth,Italy,POPR.MI
PORTO AVIATION GROUP,IT0005545238,Euronext Growth Milan,Euronext Growth,Italy,PAG.MI
PORTOBELLO,IT0005337495,Euronext Growth Milan,Euronext Growth,Italy,POR.MI
POSTNL,NL0009739416,Euronext Amsterdam,Compartment B,Netherlands,PNL.AS
POUJOULAT,FR0000066441,Euronext Growth Paris,Euronext Growth,France,ALPJT.PA
POULAILLON,FR0013015583,Euronext Growth Paris,Euronext Growth,France,ALPOU.PA
POWERSOFT,IT0005353815,Euronext Growth Milan,Euronext Growth,Italy,PWS.MI
POXEL,FR0012432516,Euronext Paris,Compartment C,France,POXEL.PA
POZZI MILANO,IT0005499949,Euronext Growth Milan,Euronext Growth,Italy,POZ.MI
PREATONI GROUP,FR001400WXE7,Euronext Access Paris,Euronext Access,France,MLPRG.PA
PRECIA,FR0014004EC4,Euronext Growth Paris,Euronext Growth,France,ALPM.PA
PREDICT,IT0005611071,Euronext Growth Milan,Euronext Growth,Italy,PRE.MI
PREDILIFE,FR0010169920,Euronext Growth Paris,Euronext Growth,France,ALPRE.PA
PRELUDE S.A.,FR0014011SJ4,Euronext Access Paris,Euronext Access,France,
PREMIA FINANCE,IT0005442154,Euronext Growth Milan,Euronext Growth,Italy,PFI.MI
PRISMAFLEX INTL,FR0004044600,Euronext Growth Paris,Euronext Growth,France,ALPRI.PA
PROACTIS SA,FR0004052561,Euronext Paris,Compartment C,France,PROAC.PA
PRODWAYS GROUP,FR0012613610,Euronext Growth Paris,Euronext Growth,France,ALPWG.PA
PROLOGUE,FR0010380626,Euronext Growth Paris,Euronext Growth,France,ALPRG.PA
PROMOTICA,IT0005425365,Euronext Growth Milan,Euronext Growth,Italy,PMT.MI
PROPRIETE IMMEUBLES,FR0000061376,Euronext Access Paris,Euronext Access,France,
PROSAFE,NO0010861990,Oslo Bors,Compartment C,Norway,PRS.OL
PROTECTOR FORSIKRING,NO0010209331,Oslo Bors,Compartment A,Norway,PROT.OL
PROXIMAR SEAFOOD AS,NO0010893902,Euronext Growth Oslo,Euronext Growth,Norway,PROXI.OL
PROXIMUS,BE0003810273,Euronext Brussels,Compartment A,Belgium,PROX.BR
PRYME N.V.,NL0015002E73,Euronext Growth Oslo,Euronext Growth,Netherlands,PRYME.OL
PUBLIC PROPERTY INVEST ASA,NO0013178616,Oslo Bors,Compartment B,Norway,PUBLI.OL
PULLUP ENTERTAINMENT,FR0012419307,Euronext Growth Paris,Euronext Growth,France,ALPUL.PA
PYRUM INNOVATIONS AG,DE000A2G8ZX8,Euronext Growth Oslo,Euronext Growth,Germany,PYRUM.OL
QUADIENT S.A.,FR0000120560,Euronext Paris,Compartment B,France,QDT.PA
QUANTUM GENOMICS,FR0011648971,Euronext Growth Paris,Euronext Growth,France,
QWAMPLIFY,FR0010889386,Euronext Growth Paris,Euronext Growth,France,ALQWA.PA
RACING FORCE,IT0005466963,Euronext Growth Milan,Euronext Growth,Italy,RFG.MI
RADICI,IT0005379737,Euronext Growth Milan,Euronext Growth,Italy,RAD.MI
RAI WAY,IT0005054967,Euronext Milan,Compartment A,Italy,RWAY.MI
RAIZE-INSTITUICAO DE PAGAMENTOS S.A.,PTRIZ0AM0009,Euronext Access Lisbon,Euronext Access,Portugal,MLRZE.LS
RAMADA INVESTIMENTOS E INDUSTRIA S.A.,PTFRV0AE0004,Euronext Lisbon,Compartment B,Portugal,RAM.LS
RAMSAY GENERALE DE SANTE,FR0000044471,Euronext Paris,Compartment A,France,GDS.PA
RANA GRUBER ASA,NO0010907389,Oslo Bors,Compartment B,Norway,NO0010907389.SG
RATTI,IT0004724107,Euronext Milan,Compartment C,Italy,RAT.MI
RCS MEDIAGROUP,IT0004931496,Euronext Milan,Compartment B,Italy,RCS.MI
REACH SUBSEA,NO0003117202,Oslo Bors,Compartment C,Norway,REACH.OL
REALCO,BE0003841583,Euronext Access Brussels,Euronext Access,Belgium,REAL.BR
REALITES,FR0011858190,Euronext Growth Paris,Euronext Growth,France,ALREA.PA
REBIRTH ,IT0005460081,Euronext Growth Paris,Euronext Growth,Italy,
REC SILICON,NO0010112675,Oslo Bors,Compartment B,Norway,RECSI.OL
RECTICEL,BE0003656676,Euronext Brussels,Compartment B,Belgium,RECT.BR
REDELFI,IT0005496101,Euronext Growth Milan,Euronext Growth,Italy,RDF.MI
REDFISH LONGTERM CAPITAL,IT0005549354,Euronext Growth Milan,Euronext Growth,Italy,RFLTC.MI
REFUELS N.V.,NL0015001BF4,Euronext Growth Oslo,Euronext Growth,Netherlands,REFL.OL
REIBEL,BE0003829463,Euronext Access Brussels,Euronext Access,Belgium,
REMYCOINTREAU,FR0000130395,Euronext Paris,Compartment A,France,RCO.PA
REN,PTREL0AM0008,Euronext Lisbon,Compartment A,Portugal,RENE.LS
RENOVALO,IT0005500571,Euronext Growth Milan,Euronext Growth,Italy,RNV.MI
RES,IT0005543613,Euronext Growth Milan,Euronext Growth,Italy,RES.MI
RETI,IT0005418204,Euronext Growth Milan,Euronext Growth,Italy,RETI.MI
REVO INSURANCE,IT0005513202,Euronext Milan,Compartment B,Italy,REVO.MI
REWAY GROUP,IT0005528069,Euronext Growth Milan,Euronext Growth,Italy,RWY.MI
REWORLD MEDIA,FR0010820274,Euronext Growth Paris,Euronext Growth,France,FR0010820274.SG
RIBA MUNDO TECNOLOGIA,ES0105724001,Euronext Growth Milan,Euronext Growth,Spain,RMT.MI
RIBER,FR0000075954,Euronext Growth Paris,Euronext Growth,France,ALRIB.PA
RINO PETINO,IT0005663429,Euronext Growth Milan,Euronext Growth,Italy,RPTN.MI
RISANAMENTO,IT0001402269,Euronext Milan,Compartment C,Italy,RN.MI
RIVER TECH,MT0001710103,Euronext Growth Oslo,Euronext Growth,Malta,MT0001710103.SG
ROBERTET,FR0000039091,Euronext Paris,Compartment A,France,RBT.PA
ROCHE BOBOIS,FR0013344173,Euronext Paris,Compartment B,France,RBO.PA
ROCKET SHARING COMPANY,IT0005481830,Euronext Growth Milan,Euronext Growth,Italy,RKT.MI
ROCTOOL,FR0010523167,Euronext Growth Paris,Euronext Growth,France,ALROC.PA
ROGALAND SPAREBANK,NO0006001007,Oslo Bors,Compartment B,Norway,ROGS.OL
ROMERIKE SPAREBK,NO0010808405,Euronext Growth Oslo,Euronext Growth,Norway,ROMER.OL
ROMSDAL SPAREBANK,NO0010759988,Euronext Growth Oslo,Euronext Growth,Norway,TINDE.OL
ROSETTI MARINO,IT0001017851,Euronext Growth Milan,Euronext Growth,Italy,YRM.MI
ROUGIER S.A.,FR0000037640,Euronext Growth Paris,Euronext Growth,France,ALRGR.PA
ROULARTA,BE0003741551,Euronext Brussels,Compartment B,Belgium,ROU.BR
RT&L,IT0005680373,Euronext Growth Milan,Euronext Growth,Italy,RTL.MI
S.D. STANDARD ETC PLC,CY0101550917,Oslo Bors,Compartment C,Cyprus,SDSD.OL
S.M.A.I.O.,FR0014005I80,Euronext Growth Paris,Euronext Growth,France,ALSMA.PA
S.S. LAZIO,IT0003621783,Euronext Milan,Compartment C,Italy,SSL.MI
SABAF,IT0001042610,Euronext Milan,Compartment B,Italy,SAB.MI
SACCHERIA F.LLI FRANCESCHETTI,IT0005521551,Euronext Growth Milan,Euronext Growth,Italy,SAC.MI
SAFE,FR001400ZU25,Euronext Growth Paris,Euronext Growth,France,ALSAF.PA
SAFILO GROUP,IT0004604762,Euronext Milan,Compartment B,Italy,SFL.MI
SAGA PURE,NO0010572589,Oslo Bors,Compartment C,Norway,SAGA.OL
SAINT JEAN GROUPE,FR0000060121,Euronext Paris,Compartment C,France,SABE.PA
SALMON EVOLUTION ASA,NO0010892094,Oslo Bors,Compartment B,Norway,SALME.OL
SALVATORE FERRAGAMO,IT0004712375,Euronext Milan,Compartment A,Italy,SFER.MI
SAMBA DIGITAL SGPS S.A.,PTDGL0AM0003,Euronext Growth Lisbon,Euronext Growth,Portugal,ALSMB.LS
SAMSE,FR0000060071,Euronext Paris,Compartment B,France,SAMS.PA
SANLORENZO,IT0003549422,Euronext Milan,Compartment A,Italy,SL.MI
SAPMER,FR0010776617,Euronext Growth Paris,Euronext Growth,France,ALMER.PA
SATS,NO0010863285,Oslo Bors,Compartment B,Norway,SATS.OL
SAVENCIA S.A.,FR0000120107,Euronext Paris,Compartment B,France,SAVE.PA
SAVONNERIE NYONS,FR0013155975,Euronext Access Paris,Euronext Access,France,MLSDN.PA
SBE-VARVIT,IT0005568461,Euronext Growth Milan,Euronext Growth,Italy,VARV.MI
SCANA,NO0003053308,Oslo Bors,Compartment C,Norway,NO0003053308.SG
SCATEC ASA,NO0010715139,Oslo Bors,Compartment B,Norway,SCATC.OL
SCEMI,FR0010972091,Euronext Access Paris,Euronext Access,France,MLCMI.PA
SCIENTIA SCHOOL S.A.,ES0105592002,Euronext Access Paris,Euronext Access,Spain,
SCIUKER FRAMES,IT0005340051,Euronext Growth Milan,Euronext Growth,Italy,
SECHE ENVIRONNEM.,FR0000039109,Euronext Paris,Compartment B,France,SCHP.PA
SECO,IT0005438046,Euronext Milan,Compartment B,Italy,IT0005438046.SG
SED ENERGY HOLDINGS PLC,CY0101162119,Oslo Bors,Compartment C,Cyprus,ENH.OL
SELCODIS,FR0000065492,Euronext Paris,Compartment C,France,
SELVAAG BOLIG,NO0010612450,Oslo Bors,Compartment B,Norway,SBO.OL
SEMAPA,PTSEM0AM0004,Euronext Lisbon,Compartment A,Portugal,SEM.LS
SEMCO TECHNOLOGIES,FR0014010H01,Euronext Growth Paris,Euronext Growth,France,ALSEM.PA
SENSORION,FR0012596468,Euronext Growth Paris,Euronext Growth,France,ALSEN.PA
SENTIA,NO0013573014,Oslo Bors,Compartment B,Norway,SNTIA.OL
SENUS PLC,IE000O0F49R3,Euronext Dublin,Euronext Access ,Ireland,SENUS.IR
SEQUA PETROLEUM NV,NL0010623518,Euronext Access Paris,Euronext Access,Netherlands,MLSEQ.PA
SEQUANA MEDICAL,BE0974340722,Euronext Brussels,Compartment C,Belgium,SEQUA.BR
SERGEFERRARI GROUP,FR0011950682,Euronext Paris,Compartment C,France,SEFER.PA
SERI INDUSTRIAL,IT0005283640,Euronext Milan,Compartment B,Italy,IT0005283640.SG
SESA,IT0004729759,Euronext Milan,Compartment A,Italy,SES.MI
SG COMPANY,IT0005337172,Euronext Growth Milan,Euronext Growth,Italy,SGC.MI
SHOWROOMPRIVE,FR0013006558,Euronext Paris,Compartment C,France,SRP.PA
SIAV,IT0005504128,Euronext Growth Milan,Euronext Growth,Italy,SIAV.MI
SICILY BY CAR,IT0005556581,Euronext Growth Milan,Euronext Growth,Italy,SBC.MI
SIDETRADE,FR0010202606,Euronext Growth Paris,Euronext Growth,France,ALBFR.PA
SIF HOLDING,NL0011660485,Euronext Amsterdam,Compartment B,Netherlands,SIFG.AS
SIGNAUX GIROD,FR0000060790,Euronext Growth Paris,Euronext Growth,France,ALGIR.PA
SIMONE,IT0005573123,Euronext Growth Milan,Euronext Growth,Italy,SMN.MI
SIPEF,BE0003898187,Euronext Brussels,Compartment B,Belgium,SIP.BR
SIRIUS MEDIA,FR0010812230,Euronext Growth Paris,Euronext Growth,France,FR0010812230.SG
SIT,IT0005262149,Euronext Milan,Compartment C,Italy,SIT.MI
SKANDIA GREENPOWER AS,NO0010931207,Euronext Growth Oslo,Euronext Growth,Norway,SKAND.OL
SKUE SPAREBANK,NO0006001809,Oslo Bors,Compartment C,Norway,SKUE.OL
Sligro Food Group N.V.,NL0000817179,Euronext Amsterdam,Compartment B,Netherlands,SLIGR.AS
SMALTO,FR0011131788,Euronext Access Paris,Euronext Access,France,MLSML.PA
SMART CAPITAL,IT0005621070,Euronext Growth Milan,Euronext Growth,Italy,SMCAP.MI
SMARTCRAFT ASA,NO0011008971,Oslo Bors,Compartment B,Norway,SMCRT.OL
SMARTOPTICS GROUP ASA,NO0011012502,Oslo Bors,Compartment B,Norway,SMOP.OL
SMCP,FR0013214145,Euronext Paris,Compartment B,France,SMCP.PA
SMTPC,FR0004016699,Euronext Growth Paris,Euronext Growth,France,FR0004016699.SG
SOC FRANC CASINOS,FR0010209809,Euronext Paris,Compartment C,France,SFCA.PA
SOCIETA' EDITORIALE IL FATTO,IT0005353484,Euronext Growth Milan,Euronext Growth,Italy,SEIF.MI
SODITECH ING.,FR0000078321,Euronext Paris,Compartment C,France,SEC.PA
SOFTIMAT,BE0003773877,Euronext Growth Brussels,Euronext Growth,Belgium,SOFT.BR
SOFTLAB,IT0001469953,Euronext Milan,Compartment C,Italy,SFT.MI
SOFTOX SOLUTIONS,NO0010811961,Euronext Growth Oslo,Euronext Growth,Norway,NO0010811961.SG
SOGECLAIR,FR0000065864,Euronext Growth Paris,Euronext Growth,France,ALSOG.PA
SOGEFI,IT0000076536,Euronext Milan,Compartment B,Italy,SGF.MI
SOGES GROUP,IT0005597411,Euronext Growth Milan,Euronext Growth,Italy,SOGES.MI
SOGN SPAREBANK,NO0006000603,Oslo Bors,Compartment C,Norway,SOGN.OL
SOILTECH ASA,NO0010713571,Euronext Expand Oslo,Euronext Expand,Norway,STECH.OL
SOITEC,FR0013227113,Euronext Paris,Compartment A,France,SOI.PA
SOL,IT0001206769,Euronext Milan,Compartment A,Italy,SOL.MI
SOLID WORLD GROUP,IT0005497893,Euronext Growth Milan,Euronext Growth,Italy,S3D.MI
SOLOCAL GROUP,FR001400SA10,Euronext Paris,Compartment C,France,LOCAL.PA
SOLSTAD MARITIME,NO0013135368,Oslo Bors,Compartment B,Norway,SOMA.OL
SOLSTAD OFFSHORE,NO0003080608,Oslo Bors,Compartment B,Norway,SOFF.OL
SOLUTIONS 30 SE,FR0013379484,Euronext Paris,Compartment B,France,S30.PA
SOLUTIONS CAPITAL MANAGEMENT SIM,IT0005200248,Euronext Growth Milan,Euronext Growth,Italy,SCM.MI
SOLVACNOM(RETAIL),BE0003545531,Euronext Brussels,Compartment A,Belgium,SOLV.BR
SOMEC,IT0005329815,Euronext Milan,Compartment B,Italy,SOM.MI
SONAE,PTSON0AM0001,Euronext Lisbon,Compartment A,Portugal,SON.LS
"SONAECOM,SGPS",PTSNC0AM0006,Euronext Lisbon,Compartment B,Portugal,SNC.LS
SONAGI,PTSNG0AM0007,Euronext Access Lisbon,Euronext Access,Portugal,
SOSTRAVEL.COM,IT0005338675,Euronext Growth Milan,Euronext Growth,Italy,SOS.MI
SPADEL,BE0003798155,Euronext Brussels,Compartment B,Belgium,SPA.BR
SPARBNK 68 GR NORD,NO0010887110,Euronext Growth Oslo,Euronext Growth,Norway,SB68.OL
SPAREBANK 1 SMN,NO0006390301,Oslo Bors,Compartment A,Norway,MING.OL
SPAREBANKEN MØRE,NO0012483207,Oslo Bors,Compartment B,Norway,MORG.OL
SPAREBANKEN ØST,NO0006222009,Oslo Bors,Compartment C,Norway,SPOG.OL
SPAREBANKEN VEST,NO0006000900,Oslo Bors,Compartment A,Norway,SBNOR.OL
SPARTOO,FR00140043Y1,Euronext Growth Paris,Euronext Growth,France,FR00140043Y1.SG
SPBK 1 NORDMØRE,NO0010691660,Oslo Bors,Compartment C,Norway,SNOR.OL
SPBK 1 ØSTLANDET,NO0010751910,Oslo Bors,Compartment A,Norway,NO0010751910.SG
SPBK1 HELGELAND,NO0010029804,Oslo Bors,Compartment B,Norway,HELG.OL
SPBK1 NORD-NORGE,NO0006000801,Oslo Bors,Compartment B,Norway,NO0006000801.SG
SPBK1 ØSTFOLD AKER,NO0010285562,Oslo Bors,Compartment B,Norway,SOAG.OL
SPBK1 RINGERIKE,NO0006390400,Oslo Bors,Compartment B,Norway,RING.OL
SPEED RABBIT PIZZA,FR0000054371,Euronext Access Paris,Euronext Access,France,MLSRP.PA
SPINEGUARD,FR0011464452,Euronext Growth Paris,Euronext Growth,France,ALSGD.PA
SPINEWAY,FR001400N2P2,Euronext Growth Paris,Euronext Growth,France,ALSPW.PA
SPIR GROUP ASA,NO0012548819,Oslo Bors,Compartment C,Norway,SPIR.OL
Sporting Clube de Braga,PTSCB0AM0001,Euronext Access Lisbon,Euronext Access,Portugal,SCB.LS
Sporting Clube de Portugal,PTSCP0AM0001,Euronext Lisbon,Compartment C,Portugal,SCP.LS
ST DUPONT,FR0000054199,Euronext Paris,Compartment C,France,DPT.PA
STAINLESS TANKERS ASA,NO0012780958,Euronext Growth Oslo,Euronext Growth,Norway,STST.OL
STAR7,IT0005466195,Euronext Growth Milan,Euronext Growth,Italy,STAR7.MI
STEF,FR0000064271,Euronext Paris,Compartment A,France,STF.PA
STIF,FR001400MDW2,Euronext Growth Paris,Euronext Growth,France,ALSTI.PA
STRADIM,FR0000074775,Euronext Growth Paris,Euronext Growth,France,ALSAS.PA
STREAMWIDE,FR0010528059,Euronext Growth Paris,Euronext Growth,France,ALSTW.PA
STREIT MECANIQUE,FR0000063976,Euronext Access Paris,Euronext Access,France,MLSTR.PA
STRONGPOINT,NO0010098247,Oslo Bors,Compartment C,Norway,STRO.OL
SVAS BIOSANA,IT0005469264,Euronext Growth Milan,Euronext Growth,Italy,SVS.MI
SWORD GROUP,FR0004180578,Euronext Paris,Compartment B,France,SWP.PA
SYNERGIE,FR0000032658,Euronext Paris,Compartment B,France,SDG.PA
SYS-DAT,IT0005595423,Euronext Milan,Compartment C,Italy,SYS.MI
TALEA GROUP,IT0005378333,Euronext Growth Milan,Euronext Growth,Italy,
TAMBURI,IT0003153621,Euronext Milan,Compartment A,Italy,TIP.MI
TBSO,FR0000063307 ,Euronext Paris,Compartment C,France,
TECHNOGYM,IT0005162406,Euronext Milan,Compartment A,Italy,TGYM.MI
TECHNOPROBE,IT0005482333,Euronext Milan,Compartment A,Italy,TPRO.MI
TECHSTEP,NO0012916131,Oslo Bors,Compartment C,Norway,TECH.OL
TECMA SOLUTIONS,IT0005425050,Euronext Growth Milan,Euronext Growth,Italy,TCM.MI
TECNO,IT0005658841,Euronext Growth Milan,Euronext Growth,Italy,TCG.MI
"Teixeira Duarte, SA",PTTD10AM0000,Euronext Lisbon,Compartment C,Portugal,TDSA.LS
TEKNA HOLDING ASA,NO0010951577,Oslo Bors,Compartment C,Norway,TEKNA.OL
TELESIA,IT0005240046,Euronext Growth Milan,Euronext Growth,Italy,TLS.MI
TELEVISTA,FR0011076595,Euronext Access Paris,Euronext Access,France,
TELMES,IT0005683401,Euronext Growth Milan,Euronext Growth,Italy,TLM.MI
TENAX INTERNATIONAL,IT0005428898,Euronext Growth Milan,Euronext Growth,Italy,TNX.MI
TERACT S.A.,FR001400BMH7,Euronext Paris,Compartment B,France,TRACT.PA
TESMEC,IT0004585243,Euronext Milan,Compartment C,Italy,TES.MI
TESSELLIS,IT0005496473,Euronext Milan,Compartment C,Italy,TSL.MI
TESSENDERLO GROUP,BE0003555639,Euronext Brussels,Compartment A,Belgium,TESB.BR
TEXAF,BE0974263924,Euronext Brussels,Compartment C,Belgium,TEXF.BR
TF1,FR0000054900,Euronext Paris,Compartment A,France,TFI.PA
TFF GROUP,FR0013295789,Euronext Paris,Compartment B,France,FR0013295789.SG
TGS ASA,NO0003078800,Oslo Bors,Compartment A,Norway,TGS.OL
THE AZUR SELECTION S.A.,GRS528003007,Euronext Access Paris,Euronext Access,Greece,MLAZR.PA
THE ITALIAN SEA GROUP,IT0005439085,Euronext Milan,Compartment B,Italy,TISG.MI
THE KINGFISH COMPANY,NL00150001S5,Euronext Growth Oslo,Euronext Growth,Netherlands,KING.OL
THEON INTERNATIONAL PLC,CY0200751713,Euronext Amsterdam,Compartment B,Cyprus,THEON.AS
THERACLION,FR0010120402,Euronext Growth Paris,Euronext Growth,France,ALTHE.PA
THERMADOR GROUPE,FR0013333432,Euronext Paris,Compartment B,France,THEP.PA
THOR MEDICAL ASA,NO0010597883,Oslo Bors,Compartment C,Norway,TRMED.OL
THX PHARMA,FR0013286259,Euronext Growth Paris,Euronext Growth,France,ALTHX.PA
TINC,BE0974282148,Euronext Brussels,Compartment B,Belgium,TINC.BR
TINEXTA,IT0005037210,Euronext Milan,Compartment B,Italy,TNXT.MI
TITAN S.A.,BE0974338700,Euronext Brussels,Compartment A,Belgium,TITC.AT
TME PHARMA,NL0015000YE1,Euronext Growth Paris,Euronext Growth,Netherlands,ALTME.PA
TMP GROUP,IT0005531238,Euronext Growth Milan,Euronext Growth,Italy,TMP.MI
TOMTOM,NL0013332471,Euronext Amsterdam,Compartment B,Netherlands,TOM2.AS
TONNER DRONES S.A.,FR001400H2X4,Euronext Growth Paris,Euronext Growth,France,ALTD.PA
TOOSLA,FR00140062B9,Euronext Growth Paris,Euronext Growth,France,ALTOO.PA
TOSCANA AEROPORTI,IT0000214293,Euronext Milan,Compartment B,Italy,TYA.MI
TOUAX,FR0000033003,Euronext Growth Paris,Euronext Growth,France,ALTOU.PA
Toyota Caetano,PTSCT0AP0018,Euronext Lisbon,Compartment B,Portugal,SCT.LS
TPS,IT0005246142,Euronext Growth Milan,Euronext Growth,Italy,TPS.MI
TRACTIAL (ex-BD MULTI MEDIA),FR0014014ZV8,Euronext Growth Paris,Euronext Growth,France,ALTRA.PA
TRADELAB,IT0005651507,Euronext Growth Milan,Euronext Growth,Italy,TRAI.MI
TRANSGENE,FR0005175080,Euronext Paris,Compartment C,France,TNG.PA
TRANSITION EVERGREEN,FR0000035784,Euronext Paris,Compartment C,France,
TRAWELL CO,IT0005378325,Euronext Growth Milan,Euronext Growth,Italy,TWL.MI
TRENDEVICE,IT0005422792,Euronext Growth Milan,Euronext Growth,Italy,
TREVI FIN IND,IT0005422768,Euronext Milan,Compartment C,Italy,TFIN.MI
TRIBOO,IT0005001554,Euronext Milan,Compartment C,Italy,TB.MI
TRILOGIQ,FR0010397901,Euronext Growth Paris,Euronext Growth,France,ALTRI.PA
TROC ILE,FR0000031106,Euronext Access Paris,Euronext Access,France,
TRØNDELAG SPBK,NO0010788268,Oslo Bors,Compartment C,Norway,TRSB.OL
